src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,total_fwd_packets,total_bwd_packets,total_fwd_bytes,total_bwd_bytes,flow_bytes_per_sec,flow_packets_per_sec,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_mean,bwd_iat_std,flag_syn_count,flag_ack_count,flag_fin_count,flag_rst_count,flag_psh_count,flag_urg_count,fwd_avg_bytes_per_pkt,bwd_avg_bytes_per_pkt,active_mean,idle_mean,port_scan_score,mean_ttl,mean_tcp_window,payload_entropy,label,dataset_source
192.168.1.208,10.0.0.37,55003,25775,6,95.63343959567061,264,241,95925,1562,1019.3819276203603,5.280579702404238,0.1296606212490011,0.47153289684196437,0.5986811898876183,0.1809436225190765,0.5584927497117782,0.46185118530799457,30,374,10,1,2,0,363.35227272727275,6.481327800829876,2.4316963228016255,5.8434980983923035,0.006273956082064441,73.88680899152806,9734.403273653812,6.980908579074856,BENIGN,CIC-IDS2018
192.168.1.218,10.0.0.33,2770,65442,6,104.10694084368436,686,207,69048,13568,793.5686067660674,8.577718188269806,0.4784267958825353,0.3872236596285842,1.821269892133169,0.064667613781328,0.734003066155372,0.29482865242434303,87,109,33,2,50,3,100.65306122448979,65.54589371980677,4.288151074191153,17.332404165355943,0.016713583032015075,114.23876258940686,25214.398637213944,6.713789127011284,BENIGN,CIC-IDS2018
192.168.1.79,10.0.0.41,58384,56419,6,11.253789677521057,394,313,6499,20625,2410.210318234308,62.82328177966583,0.3187681638542236,0.26027544471095077,0.9968383227681684,0.027240158950991543,0.8367738511752547,0.4157883230658968,10,457,37,6,47,4,16.49492385786802,65.89456869009585,1.5964019118365544,3.2865760648629436,0.0177717911682223,60.19580725753946,64903.58875162308,1.3772210294976048,BENIGN,CIC-IDS2018
192.168.1.180,10.0.0.175,13150,33150,6,87.44543958320507,183,323,19567,22175,477.34907845345253,5.786465279513367,0.5881397840247813,0.16458238101518766,0.39303512689530845,0.04420636871390927,0.8292941617681051,0.1698295368067264,47,228,40,9,55,4,106.92349726775956,68.6532507739938,4.035158653150304,7.333656011552533,0.01074956000542009,33.730176998445664,52792.142091686736,7.074830177173243,BENIGN,CIC-IDS2018
192.168.1.190,10.0.0.163,49470,36905,6,38.79270788077698,933,447,14512,31139,1176.7933329197037,35.57369607301464,0.18245778302789015,0.11375629620927251,0.6997613356584611,0.11588443473810087,0.7594641928993872,0.3001618333126215,45,365,34,7,88,0,15.554126473740622,69.66219239373602,1.5239439832346287,28.193197188771336,0.023200236569357373,42.50241977469497,51965.38380983787,7.271426517292704,BENIGN,CIC-IDS2018
192.168.1.6,10.0.0.176,3854,17309,17,52.22130392403985,368,183,82677,45509,2454.668695872799,10.551249367527753,0.07233345623101209,0.22263547679799348,1.198044380505119,0.4673115641268727,0.9007843289558551,0.47450881260028993,59,22,11,1,9,4,224.66576086956522,248.6830601092896,2.079832782424485,28.575002852748717,0.02259614202120281,74.02097395994937,15937.428274182612,7.807390367101742,WebAttack,CIC-IDS2018
192.168.1.81,10.0.0.254,1643,58105,6,62.850434011098436,472,17,83497,22148,1680.895313807136,7.78037586683411,0.12057960723083666,0.1678373073730537,1.0423703212809128,0.4303907278710316,0.9288880826782444,0.11170634758227116,54,367,34,5,0,2,176.90042372881356,1302.8235294117646,0.5811136892989487,15.709393665711136,0.01718365222122871,124.18879518245012,57438.955459748504,7.943884189355551,BENIGN,CIC-IDS2018
192.168.1.1,10.0.0.243,60853,42799,17,9.166449984070317,497,83,71264,37420,11856.716633906664,63.27422295522676,0.008516014367187876,0.31162503169026157,1.9589178662380469,0.10677211168661946,0.5268238689635311,0.10326318875702659,79,216,1,2,70,1,143.38832997987927,450.8433734939759,6.346835322815001,1.0734131661247275,0.172367710809066,117.76300342325686,59210.06413089267,6.5544016467206845,DoS,CIC-IDS2018
192.168.1.52,10.0.0.4,55430,20387,17,31.709923394360185,240,350,65870,39528,3323.8175535531477,18.60616289299946,0.8458165993062966,0.12794149603968274,0.2364107471632062,0.27412256946699637,0.2605799065209251,0.4744148484775694,77,57,48,7,79,2,274.4583333333333,112.93714285714286,7.274122868860889,12.671363677906024,0.04856523873765961,65.74409079808316,22542.098320179073,5.04351221481256,BENIGN,CIC-IDS2018
192.168.1.199,10.0.0.62,21974,53621,6,59.165146372124454,502,194,44868,44676,1513.458606808898,11.763682550913439,0.14450472498708955,0.26838625585059284,1.2681429044388597,0.15558595081293616,0.1004411284349463,0.353161335311531,17,17,48,2,18,2,89.37848605577689,230.28865979381445,4.119692177844348,4.210887373031487,0.005746626533492197,91.09673983511146,27485.753989560675,7.844288757087805,BENIGN,CIC-IDS2018
192.168.1.107,10.0.0.99,60777,18105,6,103.33475905102443,605,348,17413,28693,446.1809406961879,9.222453400500305,0.5292099931893943,0.39014023257340613,1.303218810861397,0.2001443323199911,0.049517753153245116,0.25260015207767617,67,172,42,5,7,4,28.78181818181818,82.45114942528735,2.269304371661423,4.9830353251908335,0.012967563018541876,121.45852730586142,29331.706732908548,7.562765840852516,BENIGN,CIC-IDS2018
192.168.1.131,10.0.0.184,34245,8406,17,15.472597477734034,882,411,63335,47766,7180.500892618759,83.56709349291236,0.9371739989338133,0.04446244646281758,0.5439350877338777,0.43340627263313525,0.4913307804208271,0.33083663903723975,13,335,48,0,51,0,71.80839002267574,116.21897810218978,1.001998399121269,27.986712988574304,0.01680390124374108,112.86721619075381,30889.684963102663,2.581348025812102,BENIGN,CIC-IDS2018
192.168.1.172,10.0.0.182,32716,54023,17,40.02661013512946,126,427,99747,17976,2941.1184110412614,13.815808986398729,0.08489832624953132,0.4474535774938889,0.6952766954020728,0.19794230847325134,0.5691833913117343,0.13175248384866772,51,322,3,7,43,3,791.6428571428571,42.09836065573771,8.317225422112887,13.055535540177033,0.025483047316684816,98.61613162069366,32240.9623554071,6.409901108265697,BENIGN,CIC-IDS2018
192.168.1.21,10.0.0.110,9308,13860,6,92.34504556379402,672,131,75140,32741,1168.2380937856965,8.695647883407775,0.08399944536847967,0.1730685303328738,1.3068194530672441,0.26964500809395364,0.09841735938385522,0.2388546249875001,47,298,37,6,69,1,111.81547619047619,249.93129770992365,9.340506920353567,27.114856989642544,0.010179214209717695,119.56461673764493,19791.45876650205,3.091366458581314,BENIGN,CIC-IDS2018
192.168.1.57,10.0.0.177,26281,54130,6,6.732456239773755,53,468,51135,19980,10563.009615995637,77.38631807542329,0.7773631033108985,0.16374306301804223,1.0467476394064252,0.13879744611374029,0.27344837246363135,0.38494642862191714,69,292,18,9,17,1,964.811320754717,42.69230769230769,9.410215605457525,19.337246189669553,0.20497719567002712,57.85158350886438,49583.50871452156,6.99737933185513,BENIGN,CIC-IDS2018
192.168.1.85,10.0.0.193,35091,10436,17,59.73758848503942,463,236,60279,27256,1465.3253038816945,11.701175385997653,0.5742996850016165,0.04126816527841247,1.889078326422784,0.08717340960001017,0.704529589405541,0.27930892710248667,80,225,37,4,79,0,130.19222462203024,115.49152542372882,0.648704397018838,18.6463525165071,0.026783806319880178,102.87750639735377,58527.26534796768,3.789760420446899,BENIGN,CIC-IDS2018
192.168.1.74,10.0.0.111,22993,34419,6,14.102095749490994,327,89,58311,58,4139.030186495989,29.499161499808654,0.6819755260442555,0.28742008025782223,1.3022001207530782,0.19498043498900214,0.21412180619516716,0.028284892753117064,96,235,28,1,66,4,178.32110091743118,0.651685393258427,6.137333423133376,23.860476606237402,0.136149976152963,114.30381302528937,62187.74133684229,7.873945790277961,BENIGN,CIC-IDS2018
192.168.1.206,10.0.0.129,55690,30219,17,63.91518447987277,662,90,93385,42894,2132.1850372334447,11.765592262927893,0.6545986315986745,0.4155753746704719,0.7411674799102596,0.23810522707174475,0.9955864590106016,0.14477747014669246,8,366,48,6,38,0,141.06495468277944,476.6,4.519671165404101,10.586279333938103,0.0025033175027506156,104.77077722515025,33707.2913886675,1.6733443605680653,BENIGN,CIC-IDS2018
